200204010001,2002,4,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","04/01/2002: Five Molotov cockatil firebombs were launched at a Belgian synagogue located in the Anderlecht suburb of Brussels. Two firebombs hit the building, breaking through windows, and caused a fire. Local fire patrols contained the fire withing 45 minutes, and no one was injured. The attack was blamed on rising tensions over the Israeli-Palestinian battles. There were no suspects.",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Unknown,A Belgian synagogue in Anderlict.,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","\"\"\"Belgian Government Condems Arson Attack Against Synagogue","\"\" Groot Bijgaarden de Standaard website","04/02/2002.\"","\"\"\"Belgium: Synagogue Targeted in Arson Attack in Brussles","\"\" Groot Bijgaarden de Standaard website","04/01/2002.\"","\"Jacques Remertz, \"\"Belgian Synagogue Petrol Bombed; vox pop",official reaction,"\"\" Brussels RTBF La Premier Radio"
197902150001,1979,2,15,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",12,NGO,"","","",Common Mktg Council of Ministers Bldg.,422,International,20,Unknown,"","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
197903220004,1979,3,22,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",1,Business,3,Bank/Commerce,Central Bank,"Andre Michaux (46), Senior Official",21,Belgium,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",1,"","",0,3,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Revolver,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
197904160004,1979,4,16,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",6,Airports & Aircraft,44,Airport,"",El Al Airlines at ZAVENTEM Airport,97,Israel,"","","","","","","","","","","","","","","","",Black March,"","","","","","",0,"","",0,4,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","",Explosive; Automatic firearm,0,"","",12,"","",1,3,Minor (likely < $1 million),25000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197904160009,1979,4,16,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,44,Airport,"","Al Israeli Passnger Lounge, Brussels Airport",97,Israel,"","","","","","","","","","","","","","","","",Black March,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,7,Grenade,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","",Grenade; Bomb; Submachine gun,0,0,0,12,0,0,1,3,Minor (likely < $1 million),25000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197906250001,1979,6,25,"",0,"",21,8,Western Europe,Wallonia,Obourg,50.47334,4.00965,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,1,Assassination,"","","","",4,Military,37,NATO,NATO,"Gen. Alexander Haig, Supreme Allied Commander in Europe",217,United States,"","","","","","","","","","","","","","","","",Red Army Faction (RAF),"","","","","","",1,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
197907050001,1979,7,5,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",British Consulate Offices,216,Great Britain,"","","","","","","","","","","","","","","","",Irish National Liberation Army (INLA),"","","","","","",1,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),20000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197908280001,1979,8,28,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,"","","","",4,Military,29,Military Unit/Patrol/Convoy,"",British Army Band (Duke of Edimburghs Royal Regiment),216,Great Britain,"","","","","","","","","","","","","","","","",Irish Republican Army (IRA),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",16,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
197912140001,1979,12,14,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),"","","",Foreign Country,"","","","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",2,"","",1,4,Unknown,"","Damages: explosion/parcel bomb, extent of damage unknown (post office mail sorting room)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,-9,-9,""
198002020001,1980,2,2,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,"",Turkish Airlines sales office,209,Turkey,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198002020002,1980,2,2,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,"",Aeroflot Airlines office,359,Soviet Union,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198006010001,1980,6,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Embassy,173,Saudi Arabia,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198007000003,1980,7,0,"",0,"",21,8,Western Europe,Wallonia,Unknown,50.41756,4.45101,4,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Commercial Attache,"Yosef Halahi, Attache",97,Israel,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198007270001,1980,7,27,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,82,Labor Union Related,"",Offices Agoudath Israeli Association,97,Israel,14,Private Citizens & Property,84,Political Party Member/Rally,"",Offices Agoudath Israeli Association,21,Belgium,"","","","","","","","",Al-Fatah,"","","","","","",0,"","",0,2,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,1,"","",20,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198011040001,1980,11,4,"",0,"",21,8,Western Europe,Wallonia,Vielsalm,50.28355,5.91415,1,0,"","",1,1,1,0,"","",0,1,0,4,Hijacking,"","","","",8,Educational Institution,50,Other Personnel,"",School Bus,21,Belgium,"","","","","","","","","","","","","","","","",Youths,"","","","","","",0,"","",0,3,"","","","","","","","","","","",6,Explosives,7,Grenade,5,Firearms,4,Rifle/Shotgun (non-automatic),"","","","","","","","",Grenade; Rifle,0,"","",0,"","",0,"","","","",1,18,0,"","",Brussels (to a broadcasting centre),Brussels (to a broadcasting centre),0,"","","","","",2,Hostage(s) released by perpetrators,18,"","","","",PGIS,-9,-9,0,-9,""
198011110014,1980,11,11,"",0,"",21,8,Western Europe,Wallonia,Luxembourg,50.054689,5.523866,2,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,Soviet Airline Aeroflot,Office,359,Soviet Union,"","","","","","","","","","","","","","","","",Ukrainian Liberation Front,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,"","","","","","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198012030004,1980,12,3,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),18,"Government Personnel (excluding police, military)",U.K.,"Christopher Tugendhat (43), British European Common Market Commissioner",216,Great Britain,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,2,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198106010001,1981,6,1,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,"","","","",17,Terrorists/Non-State Militia,93,Terrorist,Representative for PLO,"Naim Khader, 41",155,West Bank and Gaza Strip,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198107140001,1981,7,14,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslav Embassy,"Economic Affairs Counsellor, Blagoja Anakioski",235,Yugoslavia,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslav Embassy,"Porter, Franc Spindler",235,Yugoslavia,"","","","","","","","",Albanian extremists,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",2,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198108040001,1981,8,4,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslav Embassy,"Accountant Stoljan Djarec, 47",235,Yugoslavia,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Yugoslav Embassy,"Porter Radzo Zuko, 25",235,Yugoslavia,"","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Revolver,2,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198108050005,1981,8,5,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",1,Business,7,Retail/Grocery/Bakery,"",Shop,235,Yugoslavia,"","","","","","","","","","","","","","","","",Independent Albanian Movement,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198109150009,1981,9,15,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",18,Tourists,98,Other Facility,"","Astoria Hotel, housing Yugolslav Tourist office",235,Yugoslavia,"","","","","","","","","","","","","","","","",Albanian extremists,"","","","","","",1,"","",0,"","","","","","","","","","","","",8,Incendiary,"","","","","","","","","","","","","","",Incendiary,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198110200007,1981,10,20,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",15,Religious Figures/Institutions,86,Place of Worship,"",Diamond exchange and Synagogue(in heart of city's diamond trading district),21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,3,0,0,95,0,0,1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198209180001,1982,9,18,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Rue de la Regence,Synagogue,97,Israel,"","","","","","","","","","","","","","","","",Black Lebanon,"","","","","","",1,"","",0,1,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,0,"","",4,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198302020011,1983,2,2,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,airline,THY offices,209,Turkey,"","","","","","","","","","","","","","","","",New Armenian Resistance,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",Armenian Website,1,1,1,1,""
198302060001,1983,2,6,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",French Embassy,69,France,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198302060002,1983,2,6,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",6,Airports & Aircraft,43,Airline Officer/Personnel,"",Air France offices,69,France,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198305240001,1983,5,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,"",Marmara Travel Agency,209,Turkey,"","","","","","","","","","","","","","","","",Armenian Secret Army for the Liberation of Armenia,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198305240002,1983,5,24,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Turkish Culture and Information Center,209,Turkey,"","","","","","","","","","","","","","","","",Armenian Secret Army for the Liberation of Armenia,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198307140003,1983,7,14,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Turkish Embassy,"Goskin Aksoy, 39,  Attache (administative)",209,Turkey,"","","","","","","","","","","","","","","","",Justice Commandos for the Armenian Genocide,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,1,1,""
198311170006,1983,11,17,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,5,Hostage Taking (Barricade Incident),"","","","",7,Government (Diplomatic),46,Embassy/Consulate,"",Iranian Embassy,94,Iran,"","","","","","","","","","","","","","","","",Fedayeen Khalq (People's Commandos),"","","","","","",0,"","",0,20,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","",Occupied,0,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,0,1,1,""
198312120013,1983,12,12,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,2,Armed Assault,"","","","",1,Business,11,Entertainment/Cultural/Stadium/Casino,"",Night Club Frequented by Turks and North Americans,21,Belgium,"","","","","","","","","","","","","","","","",National Front for the Liberation of Belgium,"","","","","","",0,"","",0,1,"","","","","","","","","","","",5,Firearms,3,Handgun,"","","","","","","","","","","","",Pistol,1,"","",6,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198405120008,1984,5,12,"",0,"",21,8,Western Europe,Wallonia,Vielsalm,50.28355,5.91415,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",Belgium Army Barracks,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"","",1,"","","","Damages: stole weapons, cut barbed wire (army barracks)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198408050004,1984,8,5,"",0,"",21,8,Western Europe,Flanders,Antwerp,51.219062,4.40289,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),14,Judge/Attorney/Court,Palice of Justice,Supreme Court of Commerce party,21,Belgium,"","","","","","","","","","","","","","","","",Basque Fatherland and Freedom (ETA),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),100000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198408110001,1984,8,11,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","",car parked in front of Zairean Embassy,604,Zaire,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Grenade,0,"","",0,"","",1,"","","","Damages: explosion/grenade, damaged vehicle",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,1,1,""
198410020001,1984,10,2,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",Division of Litton Industries in Evere district,217,United States,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),Chosen Communist Fighters,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198410030001,1984,10,3,"",0,"",21,8,Western Europe,Flanders,Groot-Bijgaarden,50.871939,4.249942,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",Subsidiary of M.A.N. Volkswagen (auto co.),75,Germany,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),Chosen Communist Fighters,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198410150001,1984,10,15,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",Research centre linked with Liberal Party,21,Belgium,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,1,"","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198410170001,1984,10,17,"",0,"",21,8,Western Europe,Flanders,Ghent,51.05665,3.72,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"",Christian Social Party Headquarters(governing party),21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",1,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198411250001,1984,11,25,"",0,"",21,8,Western Europe,Wallonia,Bierset,50.655024,5.45083,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",16,Telecommunication,"","","",Two pylons carrying a telecommunications aerial near an air base,21,Belgium,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","Damages: explosion, destroyed 2 telecommunications aerial pylons (air base)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198412110001,1984,12,11,"",0,"",21,8,Western Europe,Wallonia,Unknown,50.41756,4.45101,4,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,108,Oil,"",NATO emergency fuel pipeline (carrying fuel from Antwerp to military base*,422,International,20,Unknown,"","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,"","","","Damages: explosion(s), damaged valves, fuel lines, caused 2 fires (NATO fuel pipeline)",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198412150006,1984,12,15,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Turkish Consul General,Selcuk Incesu,209,Turkey,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",Armenian Website,-9,-9,1,1,""
198501140009,1985,1,14,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",U.S. Military social center,217,United States,"","","","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,2,"","","","","","","","","","","",6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Explosive; Car bomb,0,0,"",1,1,"",1,3,Minor (likely < $1 million),500000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198501150003,1985,1,15,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",4,Military,27,Military Barracks/Base/Headquarters/Checkpost,"",Supreme Headquartes Allied Powers Europe(SHAPE) Building,422,International,20,Unknown,"","","","","","","","","","","","","","",Communist Combattant Cells (CCC) (Belgium),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,"","","","","","","","","","","","",Car bomb,0,0,"",0,2,"",1,"","","","Damages: explosion, broken windows in 100 yrd radius and damaged library on ground floor",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
198504200001,1985,4,20,"",0,"",21,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",12,NGO,"","","",Headquarters North Atlantic Assembly,422,International,"","","","","","","","","","","","","","","","",Proletarian Revolutionary Action Front (FRAP),"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",2,"","",1,"","","","Damages: explosion, broken windows, destroyed parked vehicle, damaged furniture and archives",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,1,1,1,""
