200404050004,2004,4,5,"",0,"",38,1,North America,Quebec (Province),Montreal,45.50867,-73.553992,1,0,"","04/05/2004: At around 2:00 am local time, suspected HAMAS members threw a firebomb into the library of a Jewish elementary school in Montreal, Canada. No one was hurt in the fire, but the library was ruined along with the school's computer lab. Firefights found a note after they extinguished the blaze that was full of anti-Semitic comments. The school had been closed for Passover at the time of the attack. Authorities believe that the fire was in retaliation of the assassination of Sheik Ahmed Yassin, the found of the HAMAS group.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,"","","","",8,Educational Institution,49,School/University/Educational Building,Jewish Elementary School,United Torah Talmud Schools,38,Canada,"","","","","","","","","","","","","","","","",Hamas (Islamic Resistance Movement),"","","","","",Fire was possibly motivated by the assassination of Sheik Ahmed Yassin.,1,"","",0,"",0,0,"","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Police stated that the weapon was a fire and accelerant but did not give more spcifics about the weapon.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",The school library and computer lab were very damaged along with the loss of most of the books contained in the library.,0,"","","","","","","","","","","","","","","","","\"Gary Dimmock and James Mennie, \"\"Letter links firebombing to killing: Montreal attack in response to Hamas assassination","\"\" Canwest News Service",April 6,"2004.\"","\"\"\"Jewish school firebombed in Montreal","\"\" United Press international",April 6,"2004.\"","\"\"\"Anti-Semitic Notes Found in Burned School"
199403200023,1994,3,20,"",0,"",38,1,North America,Quebec,Quebec,46.803137,-71.241298,1,0,"","",1,1,1,-9,"","",0,1,0,9,Unknown,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Jewish Religion,Synagogue*,38,Canada,"","","","","","","","","","","","","","","","",Neo-Nazi extremists,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199411080003,1994,11,8,"",0,"",38,1,North America,"",Vancouver,49.25,-123.133333,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",5,Abortion Related,41,Personnel,"",Residence of Abortion Doctor Garson Romalis,38,Canada,"","","","","","","","","","","","","","","","",Army of God,"","","","","","",1,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",AK-47s,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199505070005,1995,5,7,"",0,"",38,1,North America,Ontario,Toronto,43.666667,-79.416667,1,0,"","",1,1,1,-9,"","",0,1,0,7,Facility/Infrastructure Attack,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",Right Wing Extremist,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",8,Incendiary,18,Arson/Fire,"","","","","","","","","","","","",Arson,0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199505200009,1995,5,20,"",0,"",38,1,North America,Ontario,Toronto,43.666667,-79.416667,1,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,"",Right-wing Extremist,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,31,Pipe Bomb,"","","","","","","","","","","","","",0,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199511050002,1995,11,5,"",0,"",38,1,North America,Ontario,Ottawa,45.42153,-75.697193,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",2,Government (General),17,Head of State,"",Prime Minister,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",Knife,0,"","",0,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199511100003,1995,11,10,"",0,"",38,1,North America,Ontario,Ancaster,43.225021,-79.977371,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",5,Abortion Related,41,Personnel,Unknown,Dr.Hugh Short,38,Canada,"","","","","","","","","","","","","","","","",Army of God,"","","","","","",1,"","",0,"","","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,"","",1,"","",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199512210009,1995,12,21,"",0,"",38,1,North America,Quebec,Beaconsfield,45.433333,-73.833333,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,73,Vehicles/Transportation,Unknown,U/I vehicle,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,15,Vehicle,6,Explosives,16,Unknown Explosive Type,"","","","","","","","",Explosive; Car bomb,1,"","",0,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199604290006,1996,4,29,"",0,"",38,1,North America,Alberta,Calgary,51.038021,-114.060989,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",12,NGO,62,International NGO,Jewish National Fund Office,Jewish Organization,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199711110006,1997,11,11,"",0,"",38,1,North America,Manitoba,Winnipeg,49.899823,-97.138374,1,0,"","",1,1,1,0,"","",0,0,0,1,Assassination,"","","","",5,Abortion Related,41,Personnel,"",Dr. Jack Fainman,38,Canada,"","","","","","","","","","","","","","","","",Army of God,"","","","","","",1,"","",0,1,"","","","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","",Firearm,0,0,"",1,0,"",0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
199711250003,1997,11,25,"",0,"",38,1,North America,Quebec,Montreal,45.50867,-73.553992,1,0,"","",1,1,1,-9,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,5,Industrial/Textiles/Factory,"Biochem Pharma, Inc.",Plant,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,0,"",0,0,"",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
199807170001,1998,7,17,"",0,"",38,1,North America,Alberta (Province),Musreau Lake,54.559519,-118.62176,1,0,This incident occurred 80 km north of Grande Cache,"07/17/1998: Unidentified eco-terrorists were suspected of planting a bomb along a section of Alberta, Canada's oil pipeline near the Kakwa river. The Royal Mounted Police were able to defuse the bomb before it went off.",1,1,1,0,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,Canadian Government,Oil pipeline near Kakwa River in Alberta,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",-9,"","","","","","","","",-9,6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","Kim Bradley, �Police Prevent Pipeline Bomber,� Calgary Sun, July 18, 1998.","Kim Bradley, �Worker Finds Bomb on Gas Pipeline,� Edmonton Sun, July 18, 1998.","",CETIS,-9,-9,0,-9,""
199808020001,1998,8,2,"",0,"",38,1,North America,Alberta (Province),Demmitt,55.458018,-119.922668,1,0,"","08/02/1998: A sour-gas pipeline owned by Alberta Energy Company, was bombed in Demmitt, Canada. There were no casualties and no one claimed responsibility for the attack. Police blamed militant environmentalists, but a specific group was not identified.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",21,Utilities,107,Electricity,Alberta Energy Company Sour-gas pipeline,"Alberta Energy Company Sour-gas pipeline in Demmitt, Canada",38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,4,Unknown,"","",0,"","","","","","","","","","","","","","","","","Jeff Adams, �Bombs rock Alberta gas sites: Explosions latest acts of vandalism,� Calgary Herald, August 4, 1998.","�Well-Blast,� Broadcast News, August 5, 1998.","",CETIS,-9,-9,0,-9,""
199810140001,1998,10,14,"",0,"",38,1,North America,Alberta (Province),Beaverlodge,55.209444,-119.429167,1,0,This incident occurred just west of Beaverlodge.,"10/14/1998: Unknown assailants bombed an Alberta Energy Corporation gas well site just west of Beaverlodge, 500 km northwest of Edmonton, Canada. The blast destroyed the well site building, but there were no casualties.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,1,Gas/Oil/Electric,Alberta Energy Corporation,"Alberta Energy Corporation Gas Well, just west of Beaverlodge, Canada",38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","","",0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),"",The blast destroyed the well site building.,0,"","","","","","","","","","","","","","","","","\"\"\"AM-Alta-Well-Bomb",NL ; Night Lead; Comments Targeting Oil Executives Outrageous' �RCMP,� The Canadian Press,October 16,"1998.\"","Jeremy, Loom, �Oil patch (sic) Under Attack Protester Warns Shooting May Follow Blast at Gas Well near Beaver Lodge,� Edmonton Sun, October 16, 1998","",CETIS,-9
199811180002,1998,11,18,"",0,"",38,1,North America,British Colombia,Surrey,49.105897,-122.827956,1,0,"A private residence in Surrey, a municipality in the Greater Vancouver Regional District","11/18/1998: Unidentified gunmen shot and killed Tara Singh Hayer, a newspaper publisher, in his home in Surrey, British Columbia, Canada.  Hayer, the publisher of the Indo-Canadian Times, was openly critical of fundamentalist Sikhs.  He had received death threats in the past and was paralyzed from a previous unsuccesful assassination attempt.  No group claimed responsibility and specific motive is unknown; however, Hayer's family members believed the attack was designed to intimidate voters in upcoming leadership elections for local Sikh temples.",1,1,1,0,"","",0,1,0,1,Assassination,"","","","",10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Indo-Canadian Times,"Tara Singh Hayer, the publisher of the Indo-Canadian Times",38,Canada,"","","","","","","","","","","","","","","","",Gunmen,"","","","","","Specific motive is unknown; however, Hayer was critical of Sikh fundamentalists.  Hayer's family members believe that the assassination was designed to intimidate voters for upcoming Sikh temple elections.  The elections pitted fundamentalists against moderates.",0,"","",0,-99,0,0,"","","","","","","","","",5,Firearms,5,Unknown Gun Type,"","","","","","","","","","","","","",1,0,0,0,0,0,0,"","","","",0,"","","","","","","","","","","","","","","",Fundamentalist Sikhs in the Vancouver area deny involvement in the assassination.,"\"\"\"Sikh publisher fatally shot in Vancouver","\"\" Associated Press",November 19,"1998.\"","\"\"\"Critic of violent fundamentalists shot to death at B.C. home","\"\" The Globe and Mail",November 19,"1998.\"","\"Allan Dowd, \"\"Religious tensions high after Canadian shooting"
199906160005,1999,6,16,"",0,"",38,1,North America,Alberta (Province),Edmonton,53.543564,-113.490452,1,0,"","06/16/1999: A mail bomb, disguised as a videotape, was sent to an Edmonton TV station in Canada. The device partially detonated when an employee, Garnet Lewis, opened it. Lewis and fellow employee, Stacey Brotzel, suffered minor injuries in the blast. The perpetrators of this incident were unknown.",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",10,Journalists & Media,55,Television Journalist/Staff/Facility,Canadian Media,Edmonton TV station,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"",0,0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","","",0,0,0,2,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"Councillors Want Talk on Security after Bomb","\"\" Edmonton Sun (Alberta",Canada),June 20,"1999.\"","","",CETIS,-9
199910250003,1999,10,25,"",0,"",38,1,North America,Unknown,Multiple Locations,"","",5,0,"","10/25/1999:  A group named the Justice Department poisoned razor blades used by Medical researchers, fur farmers, and fur representatives in Canada.  No injuries were reported in the incident.",1,1,1,0,"","",0,0,0,8,Unarmed Assault,"","","","",1,Business,7,Retail/Grocery/Bakery,Canada's fur business,"Medical researchers, fur farmers, and fur representatives in Canada.",38,Canada,"","","","","","","","","","","","","","","","",The Justice Department,"","","","","",To punish fur traders and medical researchers.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Unknown chemical agent.,0,0,0,0,0,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","\"\"\"Animal Rights Group Mails Razor Blades to Medical Researchers",Says Foundation for Biomedical Research,"\"\" PR Newswire",October 25,"1999.\"","\"\"\"Justice Department Sends Fur Trade Warning for the New Millenium","\"\" Animal Liberation Frontline Information Service World News",September 3,"1999.\""
200005180002,2000,5,18,"",0,"",38,1,North America,Quebec (Province),Quebec,46.803137,-71.241298,1,0,"","05/18/2000:  27 students at Laval University in Quebec City, Canada were injured from drinking coffee tainted with an arsenic.",1,1,1,0,"","",0,1,0,8,Unarmed Assault,"","","","",8,Educational Institution,49,School/University/Educational Building,Laval University,Students at Laval University.,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown.,0,"","",0,"",0,0,"","","","","","","","","",2,Chemical,"","","","","","","","","","","","","","",Arsenic,0,0,0,27,0,0,0,"","","","",-9,"","","","","","","","","","","","","","","","","�Arsenic-tainted Coffee Drinkers Undergo Tests,� The Ottawa Citizen, June 5, 2000.","�Laced With Arsenic: Vending-machine Coffee Poisons Quebec City Students,� The Gazette (Montreal), June 2, 2000.","�Arsenic Poisoning Hits 27 at Quebec University,� ABC News.com, June 1, 2000.",CETIS,-9,-9,0,-9,""
200007110002,2000,7,11,"",0,"",38,1,North America,British Colombia (Province),Vancouver,49.25,-123.133333,1,0,"","07/11/2000: Dr. Garson Romalis, an abortion doctor, was stabbed in his office in Vancouver, Canada, but survived the attack. After the attack, a caller claimed that a group called the Baby Liberation Army was responsible for the incident.",1,1,1,0,"","",0,0,0,2,Armed Assault,"","","","",5,Abortion Related,41,Personnel,Civilian,Dr. Garson Romalis,38,Canada,"","","","","","","","","","","","","","","","",Baby Liberation Army,"","","","","",To intimidate abortion providers during nationwide debate over the abortion pill.,0,"","",0,1,0,1,2,Call (post-incident),"","","","","","",-9,9,Melee,23,Knife or Other Sharp Object,"","","","","","","","","","","","",A knife was used in the incident.,0,0,0,1,0,0,0,"","","","",0,"","","","","","","","","","","","","","","","","\"\"\"I stabbed doc: Caller: �Watch your backs",� warns group called Baby Liberation Army,� The Vancouver Province (British Colombia),July 14,"2000.\"","Robert Matas, Anne McIlroy, and Brian Laghi, �Stabbing of abortion doctor puts pressure on Day; He condemns attack, but hedges on new pill,� The Globe and Mail (Canada), July 13, 2000.","Erin Anderssen, �Stabbing victim listed on threatening U.S. web site,� The Globe and Mail (Canada), July 13, 2000.",CETIS,0
200009190003,2000,9,19,"",0,"",38,1,North America,British Colombia (Province),Kelowna,49.887952,-119.496011,1,0,"",09/19/2000: A letter bomb sent through the mail injured a lawyer and his wife. The perpetrators were unknown.,0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,68,Named Civilian,Civilians,Keith Purvin-Good family,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","",Unknown,0,"","",0,"","",0,"","","","","","","","","",6,Explosives,9,Letter Bomb,"","","","","","","","","","","","",The bomb was sent through the post and included shrapnel.,0,0,0,2,0,0,-9,"","","","",0,"","","","","","","","","","","","","","","","","�Second mail bomb injures two in Kelowna,� The Vancouver Sun, September 20, 2000.","","",CETIS,-9,-9,0,-9,""
200011010006,2000,11,1,"",0,"",38,1,North America,Alberta,Edmonton,53.543564,-113.490452,1,0,Beth Israel Synagogue in west Edmonton,"11/1/2000: Unidentified assailants threw two Molotov cocktails through the window at Beth Israel Synagogue in west Edmonton, Alberta, Canada.  There were no reported injuries as a result of the attack; however, the synagogue suffered minor damages.  A second synagogue in the area, Beth Shalom, was firebombed two hours before Beth Isreal.  One man was taken into custody for the Beth Shalom incident.  Specific motive is unknown; however, there has been an escalation in attacks against Canadian Jewish facilties as tensions increase in the Middle East.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Judaism,Beth Israel Synagogue in Edmonton,38,Canada,"","","","","","","","","","","","","","","","",Unknown,"","","","","","Specific motive is unknown; however, there has been an escalation in attacks against Canadian Jewish facilties as tensions increase in the Middle East.",0,"","",0,-99,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",Two Molotov cocktails,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A synagogue was slightly damaged by fire,0,"","","","","","","","","","","","","","","","","\"\"\"Firebombs Hit 2 Edmonton Synagogues","\"\" Associated Press",November 2,"2000.\"","\"\"\"Edmonton man charged with arson in firebomb attack on city synagogue","\"\" Associated Press",November 3,"2000.\"",""
200011010007,2000,11,1,"",0,"",38,1,North America,Alberta,Edmonton,53.543564,-113.490452,1,0,Beth Shalom Synagogue in north Edmonton,"11/1/2000: Unidentified assailants threw a Molotov cocktail at the window and outer wall of Beth Shalom Synagogue in west Edmonton, Alberta, Canada.  There were no reported injuries as a result of the attack; however, the synagogue suffered minor damages.  A second synagogue in the area, Beth Israel, was firebombed two hours after Beth Shalom.  No group claimed responsibility for either attack, but one man was taken into custody for the Beth Shalom incident.  Specific motive is unknown; however, there has been an escalation in attacks against Canadian Jewish facilties as tensions increase in the Middle East.",1,1,1,0,"","",1,1,0,7,Facility/Infrastructure Attack,"","","","",15,Religious Figures/Institutions,86,Place of Worship,Judaism,Beth Shalom Synagogue in Edmonton,38,Canada,"","","","","","","","","","","","","","","","",Anti-Semitic extremists,"","","","","","Specific motive is unknown; however, there has been an escalation in attacks against Canadian Jewish facilties as tensions increase in the Middle East.",0,"","",1,1,0,0,"","","","","","","","","",8,Incendiary,19,Molotov Cocktail/Petrol Bomb,"","","","","","","","","","","","",One Molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"",A synagogue was slightly damaged by fire,0,"","","","","","","","","","","","","","","","","\"\"\"Firebombs Hit 2 Edmonton Synagogues","\"\" Associated Press",November 2,"2000.\"","\"\"\"Edmonton man charged with arson in firebomb attack on city synagogue","\"\" Associated Press",November 3,"2000.\"",""
